,Content,Polarity
2707,maravill apunt rt avanc podr ver part ener {link},0
2708,confirm proxim abril lleg bucarest rumani,0
2709,pues parec serios habl tan mal“ señor acab dec seri seried si serio”,1
2710,ministr industri paraliz infraestructur fond miner escud baj ejecu d gobiern pso excus,1
2711,fundacion gregori ordoñez arremet desmarc decret gobiern vasc consider equip victim verdug,1
2712,suprem conden garzon inhabilit cas escuch gürtel,1
2713,ultim hor tribunal suprem conden garzon escuch abog gurtel inhabilit años,1
2714,vari person desaparec interior lleg coch baj individu entra desaparec observ hac dias,1
2715,sentenci pued admit resolu just sol juez dict asi consider,1
2716,rt pp defend sen modif ley cost garantiz chiringuit - {link},0
2717,garzon chist men graci guiñol francesesapoyoagarzon,1
2718,imagin respons colegi abog madr sabran dond met tras sentenci peor ridicul,1
2719,torres-dulc respet sentenci garzon aunqu coinc posicion fiscal - abces {link} via,0
2720,termin consej territorial ciudadjardin llen absolut much particip nadi,0
2721,guind pill microfon abiert reform laboral extrem agres violent ademas van peg gent,1
2722,camin conciert sergi dalm toc taxist mes elvaasuritm,0
2723,agres dra tiend violenci falt respet ofend provoc implic provoc ataqu refier guind,1
2724,garzon calif sentenci injust consider q suprem impid investig corrupcion prevar baltas,1
2725,pp defend sen modif ley cost {link} elcambioandaluz,0
2726,maaaaa maj {link},0
2727,debat intens previ va arder troy segund vez,1
2728,garzon pag gürtel huelg transport public bcn reform abarat {link},1
2729,garzon comunic dic acab justici corrupcion españ tan humild revel personaj,1
2730,hoy pued cae movilhasr mañan buen noch,1
2731,medi extranjer coincid juici polit garzon ver tabu victim franquism,1
2732,llav agend cabl movil algun insult aun se dond cam mañan,1
2733,erich sokol caricatur favorit {link},0
2734,pensamient dorm dia aciag envidi abel hiz cain,1
2735,busc vide juanpeñ cobard,1
2736,reafirm dia histor suprem defiend derech fundamental men mal,0
2737,felicit miembr comis inform detencion ayer terror eta {link},0
2738,lid qaed ayman zawahiri anunci internet milici radical islam somal shabab une red terror,1
2739,ayunt convoc brev concurs rehabilit cin astori {link} via,0
2740,'rebecca' nuev version {link},0
2741,ff enhorabuen much suert dos,0
2742,comunic garzon supon calific ts prevar {link},1
2743,mºeduc ue discut med concret reduc par juvenilwert present prioridad gobiern educ comisari ram,0
2744,ultim delfin d mauil + pequeñ d especie punt d mor x activ pesqueraisl nortenzelandasu unic habitat natural,1
2745,plen municipal junt gobiern ahor inaugur fotograf villal ayto smart dp jorn voluntari cen asoc canc,1
2746,educ valor gast mas planific estrategi seri coordin lgtb,0
2747,falt respet deport nacional mal gust ciert ningun graci,1
2748,notici descombac dispon {link} ▸ histori dia,0
2749,l'equilibr - ca n'estruc shyraz garnach cariñen modern frutal equillibr {link},0
2750,conveni ayto com madr rehabilit colegi renov ultim años sol hech obras menor,1
2751,camin gran trabaj raz dav mamet pas har par mitines-,0
2752,rt empres priv cort cabez mal gestion fondossi encim sal contribuyent mas aun,1
2753,reformalaboral permit desempl encuentr trabaj cobr sueld par mism tiemp,0
2754,rajoy rubalc veran proxim miercol habl reform renov vari institu,0
2755,reform laboral vuelt prohibiciond encaden contrat temporal dos años,1
2756,reform laboral estrict va paquet gobiern limit blindaj banc ayud public {link},1
2757,reformalaboral mas control evit situacion fraud prestacion,0
2758,enhorabuen gobiern reformalaboral reform estructural dam gran pas sal adel,0
2759,verd hac años escuch tant med concret sal crisis acab oir,0
2760,cort plaz bronc medi emple desp dias empres caid ingres mes {link},1
2761,ff hab hech reir seman caotic,0
2762,ff gran alfons oje,0
2763,reformalaboral much cos ademas abarat desp aqu import {link},1
2764,agresion agresion cad vez par precari grit acab par dualid,1
2765,sab trabaj intens hac oposicion util volv ser altern gobiern pront,0
2766,reform laboral acab dec hiperproteccion hered franquism benefici necesari flexibil,0
2767,viv indi experient inolvid aviviranantapur {link},0
2768,urdangarin urdang garzon carcañ asi vam siguient garzonpor trinconcar emili {link},1
2769,import detall reform laboral desp referent dias {link},1
2770,rt cad amanec puest sol dedic tiemp diversion feliz viern llen ff,0
2771,se si buen mal ji ji“ men acab clas polit econom monolog gran ”,0
2772,reform laboral aspect interes luch econom sumerg,0
2773,bas conquist derech trabaj conquist millon par q perd principal derech trabaj,1
2774,aut archiv mal confi suprem “ jam enter m verguenza”,1
2775,mil graci - rt felicidade beso,0
2776,viend jos mot grand,0
2777,brusel verd hac fri  mejor llenit español ayud perd,0
2778,mejor timelin dispon {link} ▸ histori dia,0
2779,s m olvida“m gust vert ayer tan simpat siempr pendient ir hac motocross beso”,0
2780,abland rt callejon com roscon feliz cumpleañ jos {link},0
2781,muchisim graci - rt enhorabuen,0
2782,graci luj compart escenari contig banderablanc,0
2783,aaarg pued hac,1
2784,buen noch quier,0
2785,mil graci - “ enhorabuen merec muaa”,0
2786,jod enter sants pid bocadill tortill frances men mal q reconoc nadi,1
2787,namast punt empez viv dos dias ser indi aviviranantapur {link},0
2788,oid call va sangr sudor rajoy,1
2789,tramit enesim contrarreform laboral real decret desastr todav pued empeor,1
2790,reform gan empresari trabaj dic rajoy boe reformalaboral,0
2791,segu interes activ juzg palm recom segu,0
2792,culp trabaj activ d situacion d par desp barat trabaj derech hac contrat basur,1
2793,dieg torr nieg declar cas noospued dec señor vd proteg derech honorn guard sumari,1
2794,señori vd cumpl debervd dign juzgarmevd permit as filtracion constant q permit indefension,1
2795,music direct joven aviviranantapur,0
2796,hoy grip dolor cabez oid unid simpat calenturahechounoszorr,1
2797,pa hab mata {link},1
2798,dig asturi verd quer vam hac cont proyect asturiasenposit,0
2799,vam form proteg derech person mas años poblacion españ,0
2800,tb felix azon parec explic bien entendi,1
2801,siempr pid añad “ cuest encontr pantalon tirant boton muchisimo”,1
2802,mam colegi ruin {link},1
2803,habl q millon par griñan rechaz reform laboral favorec destruccion emple {link},1
2804,viaj sup depor- {link},0
2805,camach acud almuerz homenaj garzon junt exministr interior acud vari magistr audienci nacional,0
2806,wert andaluc necesit mejor urgent sistem educ tras años polit erron elcambioandaluz {link},1
2807,juegoayud milit egypto pued cort top us general discuss ngo cas in cair {link} via euters,1
2808,blind financi educ mediant pact tod formacion polit educ mejor inversion,0
2809,barred person non grat vill can diputacion cuenc {link} via,1
2810,gest paz despid bilba lortu dugu {link},0
2811,graci gand llenaz noch inolvid,0
2812,leo ahi indult garzon indult q clas pais xd conden unanim pid indult alucin,1
2813,curiosidaddelinsomn apuest gobiern cons devalu salari anunci reduccion numer contrat,1
2814,buen noch followercet {link},0
2815,soled galleg diaz conden garzon {link},1
2816,reform opin gobiern mayor absolut hac cre oportun ocult dat rued prens absurd,1
2817,deb ser compat tarjet dor abon transport gratuit mayor vison dos cas,1
2818,“ja ja ja sobrevalor hazm hij quier hag mediocre”,0
2819,graci fern rt“ buen ide agil decision”,0
2820,yeswespainisdifferent tim vamossssss,0
2821,reform laboral supon ningun recort social favorec empleabil oportun,0
2822,mañan denunci imagen agresion profesional d part d 'amigos' d garzon,1
2823,da mied grit defend garzon justici call tremend,1
2824,grieg provoc poli si m,1
2825,concienci tranquil ja,1
2826,esper opinion “ tras acab examen toc sustitu tip acer motor epn ganas”,0
2827,rt“ polic aten intent dispers gas lacrimogen manifest trat reun plaz syntagm,1
2828,cuant recuerd ver gran robert carl bernabeutristez ver años pas ilusion ver grand robert,0
2829,q buen dorm puntosmañan esqui primer veznunc pens q dir años toc,0
2830,today with the penguins definitely friendli hoy pingüin definit amig shak {link},0
2831,list esper alza cataluny estall greci debat entretod refomalaboral {link},1
2832,avec divert ver des peor soport ocurr mejor,0
2833,confirm alej mund se quien adel,1
2834,buen dias camin habl urdangarin ref laboral blanc bronc pso sevill casi na,1
2835,abre departament consum arbitraj {link},0
2836,interes rt estren seccion tel {link} pierd,0
2837,adem gobiern andaluz impong subast medicament competent ello,1
2838,hoy acompañ carmon celebr comit direccion pod segu javieraren,0
2839,mari peral va anunci emes archiv prescripcion caus garzon pag curs nuev york,1
2840,present import proyect sevillahoyl nav barranc q gener emple form direct indirect ciud,0
2841,calid libert educ public señ ident gobiern cambi {link},0
2842,dic elen valencian veir hombr zarr rubal tom decision dimit griñan solit algui cre,1
2843,nunc final cop rey bernabeuporqu madr pud jug final cop rey zaragoz camp nou,1
2844,asegur subast medicament acab libert prescripcion elcambioandaluz {link},1
2845,perjud esencial salud {link},1
2846,ahor siest twitter lueg grand,0
2847,disculp correccion pp ceo dixit,0
2848,oposicion avis div crisis credibil pod judicial cuent cas garzon urdangarin {link},1
2849,deb consegu excelent educ bas tres pilar,0
2850,iguald oportun consegu mejor nivel educ comun autonom,0
2851,graci dani rt aqu articul mund ed valenci mejor calid - {link},0
2852,com gust histori estrell import pon valor investig via {link},0
2853,entonc garzon comet delit hac demasi tiemp acord val,1
2854,problem acus garzon extorsion extorsion dir pag gust part,1
2855,oye felic feliz final dia brind,0
2856,div polem manding {link} hitaz,1
2857,rt dud tiemp costuras… tang calor aventur magnif relat,0
2858,“ dond pued ver gre bes guap ” teatr arteri coliseum gran via,0
2859,cad dia cae mejor buen gent,0
2860,jueg algun frances sevill flip mensaj camiset jugador {link} factor nid,1
2861,pid “ garzonit podr ser entrad magistral diccionari coll ”,0
2862,q sal vay papelon camiset superior rt “ escud frances hoy juega”,1
2863,trabaj municipal viern aqu - sab tempranit sevill,0
2864,- es-,0
2865,sigu - gran lug buen rat alli -,0
2866,mas ufel tribunal cuent pid revis subvencion plan emple bah cadiz {link},1
2867,propon ley d transparent buen gobiern ley autonom d emprendedor andaluc {link},0
2868,destin eur reforest serran rond {link},0
2869,muse carm thyssen recib visit super prevision inicial {link} malag,0
2870,“ tweet galaq vergüenz pid wifi {link} si teni cobertur,1
2871,moody's rebaj not españ itali portugal {link} via,1
2872,ministr ver debat renov mañan presenci expert ministeri,1
2873,rt españ podr pag mult alto par nuev normat europe porcentaj pib,1
2874,kissinger“ cen garzon alucin botell vin person quien beb sol -”,1
2875,cen dolar nyc botell vinocom mont baltas garzon felip gonzalez pag banc {link},1
2876,buen dias gent feliz dia,0
2877,viend apoy internacional confirm critic reform mism inmovil dej mill paradosy encim aleccion,1
2878,buen subast tesor coloc maxim previst debaj letr mes {link},0
2879,feliz dia san valentin todos❤,0
2880,estrop calder tecnic lleg d piez dic q volv pas mañan nadietrabaj /,1
2881,soray rodriguez pso vot reform sistem financier quer hac oposicion util congres,0
2882,escuch rajoy dec mayor despreci hac apreci pens habl fitch pues contador nadal pais,1
2883,prefer salvapantall movil {link},0
2884,empiez oposicion util pso apoy primer gran reform pp sistem financier {link},0
2885,mas lleg sombr corrupcion institucionaliz respuest {link},1
2886,gobiern trasl informal prevision deficit mism desmient fuent reuters,1
2887,falt brusel sospech gobiern inflo deficit retras recort {link} via,1
2888,gobiern marian rajoy desment tajant sospech brusel cifr oficial deficit public ep,1
2889,inform desmient rt gobiern desment tajant sospech brusel ep,1
2890,vien estudi jel alici sanchez camach segur muj pod hoy cataluñ,0
2891,rehn desmient bloqu reuters xincorrect engañosan concret analisis deficit xq curs via,1
2892,mient edulcor nieg crisis cabalg catastrof amenaz mied,1
2893,si gobiern quier desment deficit inflad deb detall aun dat oficial autonom clav,1
2894,hoy m acompañ ja blay ja ver dieg armari,0
2895,rt ibex sig paradit apen baj centesim moody´s reuters ue muev bolsaimperterrita”,1
2896,sig polem escenari final cop deb celebr bernabeu,1
2897,vergonz siendol dic derech original dec agent dobl centr,1
2898,persecu xtian indi habl obisp zon,1
2899,basagoiti asum q mejor pues q den guiñol,1
2900,zp paroel gobiern inici remodel pase maritim fuengirol año {link} enhorabuen,0
2901,abces basagoiti exig eta disolu reinsercion individual violador {link},1
2902,nuev cancion d brav mevoy vent {link},0
2903,gust everything you do luth russell ping {link} itun,0
2904,mañan pregunt gobiern involucion laboral fraud expoli expropi rent salarial,1
2905,disfrut sol sex sin misteri ser ademas voluptu curios inquiet desasoseg,0
2906,buen noch descans - twitteroff,0
2907,rt “ propus san valentin salv matrimoni da clic archiv &gt guard &gt mi_matrimoniodoc listo”,0
2908,rt quier escuch generacionperd disc positiv generation voc x {link},0
2909,maravill felic flor nat rt pues hoy dia carg {link},0
2910,ministr israel defens ehud barak acus iran detras explosion centr bangkokhay her grav,1
2911,juez q investig ere irregular andaluciaacus junt deid sistemap elud control ue concesion d ayud,1
2912,rajoy rubalc &quothay tom med efect inmediato&quot,1
2913,fuerz rt solidez cohesion ampli program reform transform andaluciaelcambioandaluz,0
2914,viceptasss reform just pon lad millon par qued tiemp congres,0
2915,buen {link},0
2916,her heroin hoy by {link},0
2917,obras comenz despues veran prev realid principi sevillahoy,0
2918,fdez diaz señor diez dic confund prudenci cobard usted confund oportun polit defend,1
2919,iran suspend export petrole españ cinc pais europe via ser,1
2920,desafi si control invent {link},1
2921,social andaluc pel consig mism encuentr echarl culp param ide,1
2922,social andaluc import temasni plaz opositoressol oposit banc d oposicion,1
2923,“ oyee madr si quier ir eh besaz guapa” vamossss cont contig si si besot enorm,0
2924,graci losamig cariñ plac,0
2925,malv,1
2926,laport dic tv da import suficient barçapu men malsol falt guardiol present ls notici etfelicitofill,1
2927,extrañ rubalc dediqu medi hor prepar rued prens extrañ,1
2928,resum entrev rajoy-rubalc constat volunt acord segun lid social despues glos desacuerd,0
2929,noch mur hij ricard baroj sal balcon itze increp ciel triangul hac,1
2930,reform laboral parec q marg xa modif tramit parlamentari,1
2931,ret deb abord econom aragones internacionaliz tecnolog innov calid direct cualif d plantill,0
2932,web monclo hac excepcion retransmit rued prens rubalc favor just,1
2933,lueg menud crack favorit epn “ contrat dutard period investig em”,0
2934,hor “ mañan present catssac ”,0
2935,element agres reform laboral rajoy contrat supuest indefin dias prueb contratotramp,1
2936,exist terc fondodereptil afront pag compromet emple ello legislatur {link},0
2937,hermos dia prometedor,0
2938,rubalc sig ofrec apoy light manifest sindical doming nad guard rop,1
2939,graci amig enhorabuen futur bod dese mejor,0
2940,“glups da impresion q final x internet relacion human definit cambiado”,1
2941,qued clar propuest congresopp excluyent ofens va cristian respet profund,0
2942,suscrib rt gran post gran dispar littell {link},1
2943,asi hac traspas fond consej maner irregul {link} via,1
2944,“ tampoc creyent bien mantien jod vividores”,1
2945,andaluc polit rob man llen diner lis par baj supervision griñ unaverguenz,1
2946,m€ diferent “ impun mafi pp valenci mism perr distint coll ”,1
2947,rt graci buen vibr abraz exit fot {link},0
2948,voy entrar facebook oficial seudonim ver cuant tardais descubr facil {link},0
2949,empez dia riendos fan,0
2950,sosteng principi q viv crisis d model q analiz anteoj partid mios buen mal error,1
2951,denunci recog excrement mascot via {link},1
2952,sueñ cumplengr labor hac faisem via {link},0
2953,buen dias usted,0
2954,wow rt soñ {link} consegu nuev donant d organ,0
2955,blog fin patronal content {link},0
2956,«cre educ cad libert eleg centro» {link} {link},0
2957,rt icf govern expliqu ciudadan baj criteri dieron credit empres quiebr,1
2958,campañ escol educ vial particip niñ centr promov {link},0
2959,intervien ahor luis fern martinez at innov comun elcambioandaluz {link},0
2960,icv denunci ticks antidemocrat cam mes congres acept pregunt gobiern relacion f,1
2961,ana diaz grup abengo andaluci potenci energ renov gran oportun elcambioandaluz,0
2962,tod polit voy pon march objet cre emple priorid elcambioandaluz,0
2963,ferry accident formenter encall aterriz {link},1
2964,sensat ahorro“ parlament europe propon elimin sed estrasburg manten sol brusel {link},0
2965,recesion españ cant empres famili pued {link},1
2966,rt“ viv esper aguirr aguirr reduc numer liber sindical madr m € ahorro”,1
2967,graci ros pospon entrev juev proxim habl,0
2968,bien presion madr final cop aficion habl dej meridian enelbernabeun bien,1
2969,esper q motivort lleg final mes mejor alli sac reptil,1
2970,excusit feb va si “ pachuch dich ”,1
2971,vasc lengu cooficial poc lehendakaris habl,1
2972,pen nadi quier habl enmiend pid nadi priv nunc sanid,1
2973,juassssssss altern lucian alons maris bustinduy verd pensb q podi hac fot {link},1
2974,confi lean div cgpj apliqu critiqu sentenci suprem magistr,0
2975,bipartit rt despues leer entrev mas aun entiend ppc pactac ciu ppvergenci,1
2976,necesit sab derech discrep sentenci men justici linchamient polit corpor,1
2977,escuch burguill comprend xq pued hac presupuest general andaluci poz fond,1
2978,bes rt liberal enorgullec ver plural debatecom catol debat quier bss,0
2979,si cre dueñ señoresl junt cuestion ahor relev penal dat pid juez {link},1
2980,masel pso cadiz implic tram subvencion {link},1
2981,buen viern -,0
2982,bdi parec logic lid ugt gan € consejer banc encabec manis reform laboral,1
2983,buen dias cuand notici hag felic,1
2984,traves sms ofrec usuari pod prob qued iphoneoj estaf consegu dat usuari ep,1
2985,buen dias,0
2986,{link} merc central valenci premi mejor españ,0
2987,servici public justici manifiest mejor col etern simpl notif {link},1
2988,liston rig europ president aleman anunci dimision escandal corrupcion {link},1
2989,sistem oper integr iphon ipad {link},0
2990,ser riesg desp reduc desincent esfuerz segun memori decretaz {link},1
2991,ff x performanc q vam mont qued titer cabez,0
2992,“ salud cost ric pur vid mae” pur vid,0
2993,tal vez algui interes mand cv compon comit extern asesor oms anunci the economist {link},0
2994,cansin ton comparecent portavoc gobiern ahor si dijer ver si enter vez,1
2995,antoni lobat fich anten coment carrer formul,0
2996,fras taxista ver si congresopp gast pso dia ven dur,1
2997,ejempl expo homenaj frag {link},0
2998,naturalez hac disting color sangr miembr famili real holandes enterr alud {link},1
2999,polic italian incaut billon dolar bon tesor eeuu falsific - {link},1
3000,salud abraz grand compañer congresopp clas mañan primer hor ahi -,0
3001,dec discurs antinucl obsolet despues catastrof fukushim mund ser nihil,1
3002,discurs aburr titular comienz congresopp esper q resuelv tard discurs q arranc,1
3003,alfons alons dic hag cas discurs mied poruq mied pued ten millon par,1
3004,not tension ambient congres pp period encontr titul,1
3005,soray dic q respet manifest doming insta sindicat ser transparent,0
3006,tal siend experient usuari pelicul gratis orbyt vist algun escen primer,0
3007,vem mantec rt arte encant sab sig {link},0
3008,jajaj supuest sabeis ador rt gustari ven peru,0
3009,algun andan congres pp pued cont si expo frag inclu algun fot etap franquist curi,1
3010,encant desvirtualiz congresopp -,0
3011,/ mantien rechaz tortur animal tve/ suprim referent redund contradictori horari infantil,0
3012,carl fabr inclu rt “ nuev estatut pp oblig expedient automat imput llev juici,1
3013,deb expres bien intent cont ide debat matrimoni gay primer vez,1
3014,leccion defens acab darl fuenl madr sol felip tir equip dic,0
3015,ff - rt ff besit followers,0
3016,vist internet gran detall lov sub agrup pas rt {link},0
3017,buen dias - q sab estupend -,0
3018,pued ver quier “ sol pued ver pel dia vist amen qued pasma guerr,0
3019,pes dec pod hacerlol banc tir emple agent extern vend pis {link},1
3020,aqu dedic {link},1
3021,buen paus desayun cos hac tiemp siempr agrad compart,0
3022,reeleg hoy president pp {link} congresopp comprometidosconespañ,0
3023,cos muer enriqu sierr mism dia yuren present nuev disc salvam {link},1
3024,montor defiend ministr nuev ejecut pp q anunci tard congresopp teletip,0
3025,buen dias amig vez graci cariñ,0
3026,c_a_ si pp interes pod present presupuest general luch crisis,1
3027,c_a_ reform laboral propon desped barat mayor contrat precari joven,1
3028,rt aguirr ve escandal sueld caj ayud {link},1
3029,debat aprob ponenci congresopp {link},0
3030,lleg rajoy congresopp entrad triunfal salud sonrient aznar,0
3031,graci - rt flamant deleg gobiern congresopp {link},0
3032,lennart trabaj span emprend hoy march corr barcelon madr plant monclo algui escuch,0
3033,ladin consej administr rtve ir pies plom,1
3034,impresion fot gran represent congresopp c/c - {link},0
3035,part triunf aznar critic zapater dej atras peor gobiern democraci,1
3036,aznar nunc ultim años tan clar vot nunc mandat tan nit,0
3037,felic crew peligr salud barri aranjuez {link} feliz sab,0
3038,oid rt pregunt tont intact fresnadill voz son fond inform,0
3039,veracruz q lind amanec q bell mañanahoy x primer vez baby nic ver cant cont {link},0
3040,rt woooow q emocion esper acapulc proxim mes tickets,0
3041,encant “ amig nuev singl dameunaoportun estren hoy {link} gracias”,0
3042,rajoy eleccion andaluz alegr triunf congresopp,0
3043,confies ningun pudor alegr triunf pp eleccion andaluz rajoy congresopp,0
3044,quint fil tercer hiler compromisari camis pol dej aplaud rajoy demas jueg,1
3045,rajoy gent dic vot ahor cumpl haz hac hazl depris hor respuest,0
3046,dic import rajoy plan monolog confident,1
3047,cre afan super gust gent toler congresopp,0
3048,mism maner oposicion gobiern sombr pod gobiern sombrill pedre lee rajoy,1
3049,rajoy apuest continuismocospedal sec general aren pons continu vicesecretariosflorian vicesecretari organiz,0
3050,rudi afirm pp renunci baj impuest traves reform fiscal {link},0
3051,enhorabuen nuev miembr comit ejecut nacional,0
3052,si amor &lt amor amor,0
3053,+ rt dud algun person mas activ dl pp tw salud buen congres,0
3054,aznar siempr pon deber rajoy reform movimient eta congresopp,1
3055,esper anim sevill fc vam sevill,0
3056,impresion miroticahor mism maxim anot,0
3057,pp rechaz cuot dic bast capac cre primer sol muj capaz,1
3058,pues da igual exist sindicat cos subvencion habl q financi cuot d afili,1
3059,guap “ isabel castill mand bes {link},0
3060,gan madr banc civic plant car mañan partidaz final copadelrey madrid-barç,0
3061,vergüenz q rent trabaj soport mayor carg tributari q pequeñ empres tribut tip q grand,1
3062,music aqu recom buen luthi medellin,0
3063,buen noch - ver si veo mañan,0
3064,pas basic cre estrategi marc personal personal branding {link} via,0
3065,bdi orbyter vieron ayer algun pelis gratis + vist amant segu amen ali hoy doming cin,0
3066,hoy clausur congresopp cohesion union fortalez part gobiern sol piens luch crisis b dias,0
3067,tragedi metr valenci {link},1
3068,clausur congres pp clar liderazg d gran represent,0
3069,nadi vacun particul polit mal vanid soberbi codici congres pp orgi,1
3070,proposit garzon inocent segun new york tim sig siend mejor juec pais nadi record fustig,0
3071,curr romer muj carm tell congresopp arrop {link},0
3072,falt ide grand fichaj congres pp debat si aren gan perd pod revel,1
3073,reform educ rein tod reform andaluci arenaspresident,0
3074,repart pod pp cospedal gan {link},0
3075,hac año ayud entend import goy graci esper hoy exit,0
3076,dolor cospedal monoton habl form q arranqu aplaus entusiast congresopopul,1
3077,mayor red {link} via congresopp,0
3078,cre sid mejor discurs mar dolor cospedal congresopp,1
3079,rajoy resum ret fras certer aqu pued gobern pens proxim medi hor prepar futur,0
3080,rajoy augur med durisim agrad español acuerd,1
3081,har reform justici sensatez comun congresopp,0
3082,rajoy nadi acud rescat saldr esfuerz persever cost har sinbrotesverd,0
3083,fras resum rajoy reform agrad español acuerd congresopp,1
3084,feliz cumpl -,0
3085,crisis exig presupuest q incentiv emple pued ser coart suprim derech laboral,1
3086,gran discurs hoy congres cad dia mayor capac lleg gent convenc,0
3087,march reform laboral cierr congres dl pp goy cont minut esper,1
3088,carl florian vicesecretari organiz pp congres ppcongres centr problem ciudadan,1
3089,felic amig abraz crack,0
3090,protest sindicat {link},1
3091,inform aytos organ d alert amarill aemet x baj temperatur - c sierr - c rest proxim madrug via,1
3092,cardenal bcn'los niñ estudi religion sient atraid sectas'su eminent expert gust infantil,1
3093,mal arbitr,1
3094,respuest masiv call ataqu brutal derech polit econom trabaj va marc despues,1
3095,otrooo tripl llull maaat ndong ahi armas,0
3096,entiend faltabegic equivocadoy rmd pued pas mal final,1
3097,alud generaliz injust imperfect compañer nunc tan plural rtve,1
3098,amig taperi plaz medin invit pon nombr pinchoahor mism va fot,0
3099,aceitun fres explosion boc brutal,0
3100,pedaz mvp sergi llull aquel chic menorquin debut met cuatr tripl equip nba carroll,0
3101,asunt discrep dat cant iguald forz aun poc,1
3102,gan baloncestogrand sergi llull cos cambi hal madr,0
3103,victori barr,0
3104,gran victori real madr baloncest frent barcelon final cop rey halamadr,0
3105,q pen gent q expres insult gratuit q buen recib tweets gent verdadgraci twitter,0
3106,aplic medi facebook lleg public jov {link} medi amig +facil cre lector,0
3107,moder humild sencillez transparent particip respet demas respir congresopp -,0
3108,voy goy entreg premi actor revelaciony hac observ suel vot academicosm inclu,0
3109,recien lleg sevill encuentr {link} fascistasterroristaspayas abraz coleg,1
3110,espectacul silvi abascal despues enfermed bien premiosgoy,0
3111,rt jaj “ pas va acab pelicul doctor zhivag gal goya”,1
3112,xq q ser tan mal habl mund cin esfuerz dec palabrot cad palabrasimagin premiosgoy,1
3113,pedr compr premiosgoy,1
3114,barç - valenci mejor part porter valenci alves,0
3115,buen gol igual sol fin cicl,0
3116,mas tranquil “ langui raper famos chic talent luchadortien dos goy ”,0
3117,sex-appeal par {link},0
3118,enhorabuen -,0
3119,gal merec vist premi merec,1
3120,perr the artist dop dic,1
3121,si ojo {link},0
3122,siempr val pen grand rt si besaz toovali pen {link},0
3123,besaz chic rt mir fot celebr junt {link} hac año ♥,0
3124,camin bcn q hoy grab tsqv,0
3125,fuengirol denunci recort junt program servici social {link},1
3126,injust debilit trabaj mal pq lej cre destru emple innecesari contraproducent pq aument recesion,1
3127,aznar 'ha lleg tiemp {link} arenaspresident,0
3128,reform feroz da pat puert abri gobiern zapater desp libr degrad emple dictadur patronal,1
3129,liber sindical cuest pais millon {link},1
3130,bdi buen seman unas palabr dia despues f bocadill pancart cop pur {link},0
3131,mare zombi column hoy prim toqu cornet camar tox mendez {link} f,0
3132,“ slds chile”abrazoooo,0
3133,andaluci asunt judicial pendient malag elcambioandaluz,1
3134,increibl audienci gal goy sobresalient pedaz present mrs eva h bravohayquelidiaresetor,0
3135,buen articul señor,0
3136,aun se si larg bloqu algui pued verl,1
3137,parec estupend premi recib documental persecu juez garzon enhorabuen,0
3138,recort hac pes “ campus excelent via muert {link} wert paraliz credit,1
3139,asunt arregl,0
3140,prepar empez mañan previ gre madr gran via teatr arteri coliseum {link},0
3141,- rt mujer hombr gust,0
3142,pp sal fuert unid cohesion hac frent sal crisis tras congresopp {link},0
3143,graci pas genial -,0
3144,mand vide brutal policial deleg gobiern valenci ieslluisviv,1
3145,imagen testimoni muestr extrem durez carg policial estudi valenci {link},1
3146,fot carg policial valenci tremend {link},1
3147,inhabilit sig siend moral gran juez mañan rehabilit,0
3148,andaluci mas dictamin dependent cuid entorn famili hac impos respir famili,1
3149,tremend narracion period radi nacional valenci cont com golp {link},1
3150,respuest policial valenci obedec agres manifest dic respons polic com valencian,1
3151,glups rt mied nostalgi aun,1
3152,nuev president aleman superm {link},1
3153,incident valenci polic deb manten orden med uso fuerz vien tiemp tension call,1
3154,rt “hay pon diqu contencion sangr paro” {link},1
3155,result inquiet siniestr ambient crispacion continu queestapas,1
3156,solucion grieg convenc millon devolv deud sol mejor situacion,1
3157,dese felic buen noch buen noch buen noch minumeroesel,0
3158,insomn veo lar,1
3159,ministr econom zon eur aprob º rescat evit greci quiebr destin millon eur,1
3160,period local siempr busc maner veng señal mediocr period local,1
3161,bienven acuerd greci fin,0
3162,abog urdangarin si comet error ciudadan calif error administr,1
3163,hoy present nuev sell literari edit primer novel {link},0
3164,leer ton peli miedoy estooooooy aquiiiiiiiiii fin prom nuev program {link},0
3165,ceo insaci consider insuficient excepcion laboral va prestacion desemple derech huelg,1
3166,ayer m part d ris moment n q s sub coch s genuin felic {link},0
3167,gallardon polic actu oblig x violenci provocadadesd q ministr quit caret ideolog {link},1
3168,gallardon valenci viol ley deb ten igual reproch menor - {link} ep,1
3169,rt si q busc parais terrenal qro viaj xq cont {link},0
3170,hoy habl exces valenci ayer carg proporcionadaprimaveraestudiantil,1
3171,ministr interior asegur deten noch form part com legal eta tregu,1
3172,acus pp crisp ahor escrib cos asi flip sobreviv hac falt exces {link},1
3173,polic llam enemig estudi ceo insinu trabaj gobiern sindicat antisistem,1
3174,llev personal presenci red social direct cercan espontane {link},0
3175,- rt presentc nuev web {link},0
3176,vec graci cul colegaa asi pon durit,1
3177,ros denunci intent pp pso aisl upyd amaiur {link},1
3178,acab present nuev herramient coordin distrit lipasam sevillahoy limpi,0
3179,apuest justici {link} elcambioandaluz,0
3180,racist llam fininsist gust ser conscient q nac aqu inclus cd mal compar pais olvid,1
3181,qued prohib defend twitt respet ley hac atac insult ydicendefenderderech,1
3182,jfernandezarc,0
